SeqName	GO IDs
ostta04g04860	F:GO:0005507; P:GO:0006518; C:GO:0016021; F:GO:0016715; P:GO:0055114
ostta04g04870	F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0009507
ostta04g04880	
ostta04g04890	
ostta04g04900	P:GO:0019988; F:GO:0043399
ostta04g04910	F:GO:0001054; F:GO:0001055; F:GO:0001056; F:GO:0003677; C:GO:0005665; C:GO:0005666; C:GO:0005736; P:GO:0006360; P:GO:0006366; P:GO:0006383
ostta04g04920	F:GO:0003677; F:GO:0003899; C:GO:0005634; P:GO:0006351
ostta04g04930	F:GO:0003723
ostta04g04940	F:GO:0008495; C:GO:0016021; P:GO:0048034
ostta04g04950	F:GO:0008168; P:GO:0032259
ostta04g04960	C:GO:0016021
ostta04g04970	F:GO:0003676; C:GO:0005634; P:GO:0006974; P:GO:0007049; F:GO:0008270; P:GO:0048478
ostta04g04980	P:GO:0008380; F:GO:0016787
ostta04g04990	P:GO:0008380; F:GO:0016787
ostta04g05000	P:GO:0008380; F:GO:0016787; C:GO:0044444; C:GO:0071011
ostta04g05010	F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0006355
ostta04g05020	C:GO:0016020
ostta04g05030	P:GO:0000028; F:GO:0003735; P:GO:0006412; C:GO:0022627
ostta04g05040	F:GO:0004672; F:GO:0005515; F:GO:0005524; P:GO:0006468; P:GO:0042221; P:GO:0050794
ostta04g05050	C:GO:0016021
ostta04g05060	C:GO:0005794; P:GO:0015031; C:GO:0016021; P:GO:0016192
ostta04g05070	C:GO:0005634; P:GO:0006357; F:GO:0046982
ostta04g05080	F:GO:0004725; F:GO:0008138; F:GO:0016779; P:GO:0035335
ostta04g05090	C:GO:0016021
ostta04g05100	
ostta04g05110	P:GO:0001514; F:GO:0003730; C:GO:0005840; F:GO:0008270; F:GO:0035368; F:GO:0043021
ostta04g05120	C:GO:0016021
ostta04g05130	C:GO:0016021
ostta04g05140	F:GO:0008270; C:GO:0016021
ostta04g05150	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta04g05160	C:GO:0016021
ostta04g05170	P:GO:0008152; F:GO:0008168; C:GO:0016020; C:GO:0016021; P:GO:0032259
ostta04g05180	C:GO:0016021
ostta04g05190	F:GO:0005515; P:GO:0006508; F:GO:0008236; C:GO:0031977
ostta04g05200	
ostta04g05210	F:GO:0003682; F:GO:0004518; F:GO:0005524; C:GO:0005622; P:GO:0006281; F:GO:0008270; P:GO:0090305
ostta04g05220	F:GO:0003682; F:GO:0004518; F:GO:0005524; P:GO:0006281; F:GO:0008270; P:GO:0090305
ostta04g05230	F:GO:0003677; P:GO:0006310; P:GO:0015074
ostta04g05240	C:GO:0005840; P:GO:0006479; F:GO:0008276
ostta04g05250	C:GO:0005840; P:GO:0006479; F:GO:0008276
ostta04g05260	F:GO:0005515
ostta04g05270	
ostta04g05280	F:GO:0003676; F:GO:0003989; F:GO:0004004; F:GO:0005524; C:GO:0005730; P:GO:0006633; C:GO:0009317; P:GO:0010501
ostta04g05300	F:GO:0080048
ostta04g05310	C:GO:0016021; P:GO:0055085
ostta04g05320	C:GO:0016021; P:GO:0055085
ostta04g05330	F:GO:0005515
ostta04g05340	
ostta04g05350	
ostta04g05360	P:GO:0016036
ostta04g05370	P:GO:0016036
ostta04g05380	P:GO:0008152; C:GO:0016021; F:GO:0016874
ostta04g05390	C:GO:0005742; C:GO:0016021; P:GO:0030150
ostta04g05400	C:GO:0009941; C:GO:0016021
ostta04g05410	F:GO:0003743; F:GO:0003746; F:GO:0003924; F:GO:0005525; P:GO:0006413; P:GO:0006414
ostta04g05420	F:GO:0046872
ostta04g05430	P:GO:0007623
ostta04g05440	C:GO:0016021
ostta04g05450	
ostta04g05460	P:GO:0006355
ostta04g05470	F:GO:0004386; F:GO:0005524; F:GO:0008168; P:GO:0032259
ostta04g05480	
ostta04g05490	P:GO:0007033; C:GO:0016020; C:GO:0016021; P:GO:0036092; F:GO:0042578
ostta04g05500	C:GO:0016021
ostta04g05510	F:GO:0005515
ostta04g05530	
ostta04g05540	F:GO:0008168; P:GO:0032259
ostta04g05550	F:GO:0005096; P:GO:0007021; P:GO:0007023; P:GO:0043547; F:GO:0048487
ostta04g05560	C:GO:0016021
ostta04g05570	C:GO:0016020; C:GO:0016021; F:GO:0030246
ostta04g05580	F:GO:0003677; F:GO:0004386; F:GO:0005524
ostta04g05590	F:GO:0000150; F:GO:0003677; P:GO:0006310
ostta04g05600	F:GO:0003677; F:GO:0004252; F:GO:0004386; F:GO:0005524; P:GO:0006508; F:GO:0070008
ostta05g00010	
ostta05g00020	
ostta05g00030	C:GO:0016021
ostta05g00040	F:GO:0004497; C:GO:0016021; P:GO:0055114
ostta05g00050	F:GO:0005515; F:GO:0008176; F:GO:0046872; P:GO:0106004
ostta05g00060	F:GO:0016787
ostta05g00070	F:GO:0004842; P:GO:0016567
ostta05g00080	P:GO:0006810; C:GO:0012505; C:GO:0016020; F:GO:0035091; C:GO:0043227; C:GO:0043229; C:GO:0044444
ostta05g00090	F:GO:0003934; F:GO:0005488; C:GO:0005737; P:GO:0046654
ostta05g00100	P:GO:0006629; C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta05g00110	F:GO:0003735; P:GO:0006412; C:GO:0022625
ostta05g00120	
ostta05g00130	
ostta05g00140	C:GO:0016021
ostta05g00150	F:GO:0003677; P:GO:0006260; C:GO:0016020; F:GO:0016787
ostta05g00160	F:GO:0003697
ostta05g00170	F:GO:0016787
ostta05g00180	C:GO:0005634; P:GO:0006281; P:GO:0007049; F:GO:0016787
ostta05g00190	F:GO:0005515; C:GO:0005634; P:GO:0006281; P:GO:0007049
ostta05g00200	C:GO:0016020; C:GO:0016021
ostta05g00210	C:GO:0016021
ostta05g00220	C:GO:0009570; F:GO:0030267; F:GO:0050661; F:GO:0051287; P:GO:0055114
ostta05g00230	C:GO:0016021
ostta05g00240	
ostta05g00250	P:GO:0008152; F:GO:0016874
ostta05g00260	F:GO:0003824; P:GO:0008152
ostta05g00270	P:GO:0008152; F:GO:0016829
ostta05g00280	C:GO:0005788; C:GO:0005886; P:GO:0006457; F:GO:0051082; P:GO:0052033
ostta05g00290	
ostta05g00300	C:GO:0016021; P:GO:0016192; P:GO:0046907; C:GO:0098791
ostta05g00310	C:GO:0005634; P:GO:0006281; P:GO:0006355; P:GO:0007275; P:GO:0031324; F:GO:0046872
ostta05g00320	
ostta05g00330	F:GO:0003677; F:GO:0003887; P:GO:0006261; P:GO:0071897
ostta05g00340	C:GO:0016020; C:GO:0016021
ostta05g00350	F:GO:0003924
ostta05g00360	C:GO:0005730; P:GO:0010078; F:GO:0016435; P:GO:0048527; P:GO:0070476; P:GO:1990110
ostta05g00370	C:GO:0016021
ostta05g00380	F:GO:0005515; C:GO:0005634; P:GO:0008380
ostta05g00390	C:GO:0005783; P:GO:0006621; C:GO:0016021; F:GO:0046923
ostta05g00400	F:GO:0004126; F:GO:0008270; P:GO:0009972
ostta05g00410	P:GO:0000413; F:GO:0003755; C:GO:0009535; C:GO:0009570; C:GO:0031977; P:GO:0042742
ostta05g00420	C:GO:0016020; C:GO:0016021; P:GO:0016485; P:GO:0043085
ostta05g00430	F:GO:0003735; C:GO:0005761; P:GO:0006412
ostta05g00440	P:GO:0006807; F:GO:0016787
ostta05g00450	F:GO:0005515
ostta05g00460	F:GO:0003677; C:GO:0009507; P:GO:0009870; P:GO:0010204; P:GO:0042742; P:GO:0050832
ostta05g00470	F:GO:0005488; F:GO:0008233; F:GO:0008519; C:GO:0016021; P:GO:0072488
ostta05g00480	P:GO:0000070; P:GO:1902412
ostta05g00490	F:GO:0004825; F:GO:0005524; C:GO:0005737; P:GO:0006431
ostta05g00500	C:GO:0000228; F:GO:0000287; P:GO:0000706; P:GO:0000737; F:GO:0003677; F:GO:0003918; F:GO:0005524; P:GO:0006265; P:GO:0007131; C:GO:0009330; P:GO:0009957; F:GO:0016889; P:GO:0042138; F:GO:0042802
ostta05g00510	P:GO:0006281; F:GO:0046982; P:GO:0051382
ostta05g00520	C:GO:0016020
ostta05g00530	F:GO:0016630; P:GO:0055114
ostta05g00540	C:GO:0016021
ostta05g00550	F:GO:0004017; F:GO:0005524; C:GO:0016020; P:GO:0016310; P:GO:0046940
ostta05g00560	F:GO:0003727; C:GO:0005774; P:GO:0006397; P:GO:0006417; C:GO:0009570; P:GO:0009657; P:GO:0010114; C:GO:0016021; C:GO:0031969; F:GO:0043621; P:GO:1901918
ostta05g00570	P:GO:0006396; C:GO:0030176; P:GO:0031204
ostta05g00580	
ostta05g00590	C:GO:0016020; C:GO:0016021
ostta05g00600	F:GO:0003676; F:GO:0005524; C:GO:0005634; P:GO:0006310; F:GO:0008026; P:GO:0042631; P:GO:0070417
ostta05g00610	C:GO:0016021; P:GO:0055085
ostta05g00620	C:GO:0016021
ostta05g00630	F:GO:0016491; P:GO:0055114
ostta05g00640	P:GO:0000398; C:GO:0005681
ostta05g00650	F:GO:0005509; C:GO:0009523; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta05g00660	F:GO:0003723; F:GO:0046872
ostta05g00670	F:GO:0005096; P:GO:0043547; F:GO:0046872
ostta05g00680	C:GO:0044464
ostta05g00690	P:GO:0007004; P:GO:0031118; P:GO:0031120; C:GO:0031429; F:GO:0034513; F:GO:0070034; C:GO:0072589; C:GO:0090661; P:GO:1904874
ostta05g00700	
ostta05g00710	F:GO:0008270; C:GO:0016021
ostta05g00720	F:GO:0005515
ostta05g00730	F:GO:0016491; P:GO:0055114
ostta05g00740	F:GO:0016740
ostta05g00750	
ostta05g00760	
ostta05g00770	C:GO:0016021
ostta05g00780	C:GO:0016021
ostta05g00790	C:GO:0016020; C:GO:0016021
ostta05g00800	P:GO:0009773; P:GO:0009780; C:GO:0009941; C:GO:0030093; P:GO:0042550; P:GO:0050821
ostta05g00810	C:GO:0016021; F:GO:0016740
ostta05g00820	F:GO:0005515; C:GO:0016021
ostta05g00830	F:GO:0046872
ostta05g00840	F:GO:0005524; C:GO:0005739; P:GO:0009409; C:GO:0009570; C:GO:0010319; F:GO:0016491; P:GO:0046686; F:GO:0050660; P:GO:0055114
ostta05g00850	P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021
ostta05g00860	F:GO:0005525; C:GO:0005622; P:GO:0006457; P:GO:0007021; P:GO:0009558; P:GO:0009793; P:GO:0009960
ostta05g00870	P:GO:0000413; C:GO:0000786; F:GO:0003677; F:GO:0003755; C:GO:0005634; P:GO:0006334
ostta05g00880	P:GO:0000413; C:GO:0000786; F:GO:0003677; F:GO:0003755; C:GO:0005634; P:GO:0006334; F:GO:0016301; P:GO:0016310
ostta05g00890	C:GO:0005829
ostta05g00900	C:GO:0016021
ostta05g00910	F:GO:0005515; C:GO:0016021
ostta05g00920	
ostta05g00930	F:GO:0005506; P:GO:0008610; C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta05g00940	C:GO:0005623; P:GO:0006662; F:GO:0015035; P:GO:0045454; P:GO:0055114
ostta05g00950	F:GO:0000049; C:GO:0005634; F:GO:0008176; C:GO:0043527; P:GO:0106004
ostta05g00960	C:GO:0005743; P:GO:0006850
ostta05g00970	F:GO:0008168; P:GO:0032259
ostta05g00980	F:GO:0008168; P:GO:0032259
ostta05g00990	C:GO:0009570; F:GO:0044183; P:GO:0061077
ostta05g01000	
ostta05g01010	F:GO:0005515
ostta05g01020	C:GO:0005623; P:GO:0008152; F:GO:0016787; P:GO:0045454
ostta05g01030	P:GO:0015995; F:GO:0016851
ostta05g01040	P:GO:0015995; F:GO:0016851
ostta05g01050	C:GO:0016021
ostta05g01060	C:GO:0016021
ostta05g01070	F:GO:0004853; P:GO:0006779; C:GO:0016020
ostta05g01080	C:GO:0005634; P:GO:0006364; C:GO:0016021; F:GO:0097159; F:GO:1901363
ostta05g01090	C:GO:0005634; C:GO:0016021; P:GO:0042254
ostta05g01100	C:GO:0005634; C:GO:0016021; P:GO:0042254
ostta05g01110	F:GO:0003899; P:GO:0006355
ostta05g01120	
ostta05g01130	F:GO:0003735; C:GO:0005743; C:GO:0005762; P:GO:0006412
ostta05g01140	C:GO:0009507; P:GO:0015031; C:GO:0016021; F:GO:0032977
ostta05g01150	C:GO:0016021; F:GO:0031151; P:GO:0034729; P:GO:0051726
ostta05g01160	C:GO:0016021; F:GO:0018024; P:GO:0034968
ostta05g01170	F:GO:0016491; P:GO:0055114
ostta05g01180	P:GO:0008152
ostta05g01190	C:GO:0005623; P:GO:0006662; F:GO:0015035; P:GO:0045454; P:GO:0055114
ostta05g01200	C:GO:0016021
ostta05g01210	C:GO:0016021
ostta05g01220	F:GO:0005515
ostta05g01230	F:GO:0004418; P:GO:0006782; C:GO:0009507; P:GO:0015995; P:GO:0018160
ostta05g01240	C:GO:0016021
ostta05g01250	F:GO:0003676
ostta05g01260	F:GO:0008146; F:GO:0016787
ostta05g01270	C:GO:0016021
ostta05g01280	F:GO:0003677
ostta05g01290	C:GO:0005789; C:GO:0016021
ostta05g01300	F:GO:0004069; F:GO:0005507; C:GO:0005739; P:GO:0006520; P:GO:0009058; F:GO:0030170; P:GO:0046686
ostta05g01310	F:GO:0003677; C:GO:0043229
ostta05g01320	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta05g01330	P:GO:0043170; F:GO:0046872
ostta05g01340	
ostta05g01350	F:GO:0008840; P:GO:0009089
ostta05g01360	F:GO:0016616; F:GO:0051287; P:GO:0055114
ostta05g01370	F:GO:0003677; P:GO:0006355; F:GO:0008270
ostta05g01380	F:GO:0004519; P:GO:0006284; F:GO:0051539; P:GO:0090305
ostta05g01390	
ostta05g01400	F:GO:0035091
ostta05g01410	F:GO:0003743; F:GO:0003924; F:GO:0005525; P:GO:0006413
ostta05g01420	F:GO:0016746
ostta05g01430	P:GO:0005975; C:GO:0009570; P:GO:0016311; F:GO:0042132
ostta05g01440	F:GO:0005249; C:GO:0016021; P:GO:0071805
ostta05g01450	C:GO:0005732; P:GO:0006364; C:GO:0034457
ostta05g01460	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta05g01470	P:GO:0006457; F:GO:0051082
ostta05g01480	C:GO:0009507
ostta05g01490	C:GO:0016021
ostta05g01500	
ostta05g01510	C:GO:0009507
ostta05g01520	
ostta05g01530	P:GO:0000380; P:GO:0000398
ostta05g01540	F:GO:0004602; P:GO:0006979; C:GO:0016020; P:GO:0055114; P:GO:0098869
ostta05g01550	F:GO:0016491; P:GO:0055114
ostta05g01560	F:GO:0016491; F:GO:0046872; P:GO:0055114
ostta05g01570	F:GO:0005096; P:GO:0043087; P:GO:0043547
ostta05g01580	C:GO:0016020; C:GO:0016021
ostta05g01590	F:GO:0005524; P:GO:0006974; P:GO:0071494
ostta05g01600	F:GO:0005089
ostta05g01610	C:GO:0016021; P:GO:0055085
ostta05g01620	F:GO:0005315; C:GO:0005794; P:GO:0009624; C:GO:0016021; P:GO:0055085
ostta05g01630	C:GO:0016021
ostta05g01640	F:GO:0003723; F:GO:0005515
ostta05g01650	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta05g01660	F:GO:0003723
ostta05g01670	C:GO:0005783; C:GO:0016021; P:GO:0045047
ostta05g01680	F:GO:0003677; F:GO:0005524; P:GO:0006270
ostta05g01690	F:GO:0004842; P:GO:0016567
ostta05g01700	
ostta05g01710	F:GO:0004066; F:GO:0005524; P:GO:0006529; P:GO:0006541
ostta05g01720	F:GO:0004826; C:GO:0005737; P:GO:0006432
ostta05g01730	
ostta05g01740	P:GO:0005975; P:GO:0016311; F:GO:0016791
ostta05g01750	
ostta05g01760	F:GO:0004108; P:GO:0006099; C:GO:0016021
ostta05g01770	F:GO:0003677
ostta05g01780	C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009765; C:GO:0016021; F:GO:0016168; P:GO:0018298
ostta05g01790	
ostta05g01800	C:GO:0016021
ostta05g01810	F:GO:0008168; F:GO:0008428; F:GO:0008948; P:GO:0032259; P:GO:0043086; F:GO:0046872; F:GO:0047443; P:GO:0051252
ostta05g01820	F:GO:0003856; C:GO:0005768; C:GO:0005802; P:GO:0009073; P:GO:0009423; C:GO:0009570; F:GO:0050437
ostta05g01830	
ostta05g01840	C:GO:0005789; P:GO:0006465; F:GO:0008233; C:GO:0016021
ostta05g01850	P:GO:0000209; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006511; F:GO:0016874; F:GO:0031625; F:GO:0061630
ostta05g01860	F:GO:0004252; P:GO:0006508; C:GO:0009570; C:GO:0009579
ostta05g01870	F:GO:0004177; C:GO:0005737; P:GO:0006508; F:GO:0008235; F:GO:0030145
ostta05g01880	C:GO:0001750; C:GO:0005794; C:GO:0005813; P:GO:0007601; F:GO:0008146; C:GO:0016020; C:GO:0016021; P:GO:0060271
ostta05g01890	F:GO:0003676
ostta05g01900	C:GO:0005634; C:GO:0005737; P:GO:0006400; F:GO:0008251; F:GO:0008270
ostta05g01910	F:GO:0005515
ostta05g01920	P:GO:0000413; F:GO:0003755
ostta05g01930	F:GO:0004252; F:GO:0005515; C:GO:0005730; P:GO:0006355; P:GO:0006508; C:GO:0009507
ostta05g01940	C:GO:0005634; P:GO:0006355
ostta05g01950	
ostta05g01960	F:GO:0003924; F:GO:0005525; C:GO:0005794
ostta05g01970	C:GO:0005753; C:GO:0005886; F:GO:0008270; C:GO:0009507; P:GO:0015986; F:GO:0046933; F:GO:0050897; P:GO:0099132
ostta05g01980	C:GO:0016021
ostta05g01990	C:GO:0016021
ostta05g02000	C:GO:0016021
ostta05g02010	
ostta05g02020	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta05g02030	F:GO:0005515; P:GO:0006636; C:GO:0009507; C:GO:0016021; F:GO:0016717; P:GO:0042759; P:GO:0055114
ostta05g02050	
ostta05g02060	F:GO:0005515
ostta05g02070	C:GO:0016021
ostta05g02080	F:GO:0005515; P:GO:0006629; P:GO:0009987; F:GO:0046872
ostta05g02090	P:GO:0016042; F:GO:0016787
ostta05g02100	F:GO:0005515; C:GO:0016021
ostta05g02110	F:GO:0005515
ostta05g02120	F:GO:0003723; F:GO:0004386; F:GO:0005524; C:GO:0005634
ostta05g02130	F:GO:0004252; P:GO:0006508; C:GO:0016021
ostta05g02140	F:GO:0004252; P:GO:0006508; C:GO:0016021
ostta05g02150	C:GO:0016020; C:GO:0016021
ostta05g02160	C:GO:0000812; F:GO:0003677; P:GO:0006281; P:GO:0006338; F:GO:0008168; P:GO:0032259; C:GO:0035267; P:GO:0043967; P:GO:0043968
ostta05g02170	C:GO:0000124; F:GO:0016740
ostta05g02180	F:GO:0004791; P:GO:0006662; C:GO:0009507; F:GO:0015035; F:GO:0016671; P:GO:0034599; P:GO:0045454; F:GO:0047134; P:GO:0055114
ostta05g02190	F:GO:0003700; C:GO:0005634; F:GO:0008270; F:GO:0043565; P:GO:0045893
ostta05g02200	F:GO:0005515
ostta05g02210	F:GO:0016787
ostta05g02220	F:GO:0004674; F:GO:0004712; F:GO:0005515; F:GO:0005524; P:GO:0006468; P:GO:0007093; P:GO:0051304
ostta05g02230	C:GO:0042721; P:GO:0045039
ostta05g02240	
ostta05g02250	F:GO:0005515; C:GO:0016021
ostta05g02260	C:GO:0005737; P:GO:0009058; F:GO:0016747; F:GO:0016787; F:GO:0050660
ostta05g02270	F:GO:0005515
ostta05g02280	F:GO:0003924; F:GO:0005525
ostta05g02290	C:GO:0016021
ostta05g02300	F:GO:0003747; C:GO:0005737; P:GO:0006415
ostta05g02310	F:GO:0005515
ostta05g02320	P:GO:0000902; P:GO:0009856; C:GO:0016021
ostta05g02330	F:GO:0005488
ostta05g02340	P:GO:0000413; F:GO:0003755; C:GO:0016021
ostta05g02350	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta05g02360	F:GO:0016829
ostta05g02370	F:GO:0005524; F:GO:0016787; C:GO:0043229; P:GO:0061982; P:GO:0090304
ostta05g02380	F:GO:0003677; C:GO:0005634; P:GO:0006351; P:GO:0006355
ostta05g02390	F:GO:0005524; F:GO:0016887; C:GO:0031514; F:GO:0046872
ostta05g02400	C:GO:0016021
ostta05g02410	F:GO:0008168; P:GO:0032259
ostta05g02420	F:GO:0004672; F:GO:0005524; P:GO:0006468; F:GO:0050662
ostta05g02430	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta05g02440	C:GO:0016021
ostta05g02450	F:GO:0005488; C:GO:0016021
ostta05g02460	F:GO:0004672; F:GO:0005515; F:GO:0005524; C:GO:0005634; P:GO:0006468; P:GO:0009651; P:GO:0010182; P:GO:0035556
ostta05g02470	F:GO:0005515; F:GO:0005525
ostta05g02480	F:GO:0005525; F:GO:0016787
ostta05g02490	F:GO:0003676
ostta05g02500	F:GO:0003676
ostta05g02510	F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006301; F:GO:0016874; F:GO:0031625; F:GO:0061630; P:GO:0070534
ostta05g02520	C:GO:0000139; P:GO:0008643; F:GO:0015165; C:GO:0016021; P:GO:0050789; P:GO:0090481
ostta05g02530	P:GO:0016255; C:GO:0042765
ostta05g02540	F:GO:0005515
ostta05g02550	F:GO:0004379; C:GO:0005737; P:GO:0018008
ostta05g02560	C:GO:0016021
ostta05g02570	
ostta05g02580	C:GO:0000139; F:GO:0005488; P:GO:0006886; F:GO:0008565; P:GO:0048280
ostta05g02590	C:GO:0000139; P:GO:0006886; F:GO:0016787; P:GO:0048280
ostta05g02600	C:GO:0016021
ostta05g02610	F:GO:0004401; P:GO:0016311; P:GO:0046854
ostta05g02620	P:GO:0000209; F:GO:0005524; C:GO:0005634; C:GO:0005829; F:GO:0031625; P:GO:0043161; F:GO:0061630
ostta05g02630	
ostta05g02640	F:GO:0003677; F:GO:0004003; F:GO:0005524; P:GO:0032508
ostta05g02650	C:GO:0005623; F:GO:0016853; P:GO:0045454
ostta05g02660	C:GO:0016021
ostta05g02670	
ostta05g02680	F:GO:0005488
ostta05g02690	F:GO:0003723; C:GO:0005730
ostta05g02700	C:GO:0005794; P:GO:0006914; P:GO:0015031; C:GO:0016021; C:GO:0030659
ostta05g02710	C:GO:0016021
ostta05g02720	F:GO:0016740
ostta05g02730	C:GO:0016021
ostta05g02740	F:GO:0004794; P:GO:0006567
ostta05g02750	F:GO:0005488; P:GO:0051301
ostta05g02760	F:GO:0030619
ostta05g02770	C:GO:0016020; C:GO:0016021
ostta05g02780	C:GO:0016021
ostta05g02790	
ostta05g02800	F:GO:0003746; F:GO:0005515; P:GO:0006414
ostta05g02810	F:GO:0005524; P:GO:0006464
ostta05g02820	F:GO:0004576; P:GO:0006486; C:GO:0016021
ostta05g02830	F:GO:0005509; F:GO:0005515
ostta05g02840	F:GO:0005509
ostta05g02850	
ostta05g02860	C:GO:0016020; C:GO:0016021
ostta05g02870	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843
ostta05g02880	P:GO:0048523
ostta05g02890	C:GO:0016021
ostta05g02900	F:GO:0004742; C:GO:0005759; P:GO:0006090; C:GO:0045254
ostta05g02910	F:GO:0004742; C:GO:0005759; P:GO:0006090; C:GO:0045254
ostta05g02920	C:GO:0016021
ostta05g02930	F:GO:0004386; F:GO:0005509; P:GO:0007049; P:GO:0051301
ostta05g02940	P:GO:0000902; F:GO:0003677; F:GO:0003735; F:GO:0003918; F:GO:0005524; C:GO:0005634; C:GO:0005829; P:GO:0006265; P:GO:0006412; P:GO:0007389; C:GO:0009330; P:GO:0009741; P:GO:0010026; C:GO:0015935; P:GO:0042023; P:GO:0042254; F:GO:0042803
ostta05g02950	F:GO:0004298; C:GO:0005634; C:GO:0005839; P:GO:0009651; C:GO:0022626; P:GO:0046686; P:GO:0051603
ostta05g02960	P:GO:0002949; F:GO:0004222; C:GO:0005634; C:GO:0005759; P:GO:0006508; C:GO:0016021; P:GO:0030488; F:GO:0046872; F:GO:0052906; F:GO:0061711
ostta05g02970	C:GO:0000408; P:GO:0002949; F:GO:0004222; C:GO:0005634; C:GO:0005759; P:GO:0006508; C:GO:0016021; P:GO:0030488; F:GO:0046872; F:GO:0052906; F:GO:0061711
ostta05g02980	F:GO:0004497; P:GO:0055114; F:GO:0071949
ostta05g02990	P:GO:0009249; F:GO:0016874; F:GO:0033819
ostta05g03000	F:GO:0016491; P:GO:0055114
ostta05g03010	F:GO:0004553; P:GO:0005975
ostta05g03020	F:GO:0004553; P:GO:0005975
ostta05g03030	C:GO:0016021
ostta05g03040	F:GO:0004722; P:GO:0006470
ostta05g03050	F:GO:0003824; F:GO:0005515
ostta05g03060	F:GO:0016787
ostta05g03070	F:GO:0051213; P:GO:0055114
ostta05g03080	F:GO:0051213; P:GO:0055114
ostta05g03090	F:GO:0005515
ostta05g03100	F:GO:0046872
ostta05g03110	F:GO:0046872
ostta05g03120	F:GO:0003677; C:GO:0005634
ostta05g03130	F:GO:0004124; C:GO:0005737; P:GO:0006535; F:GO:0016829; F:GO:0030170
ostta05g03140	C:GO:0016021; F:GO:0016491; F:GO:0051537; P:GO:0055114
ostta05g03150	F:GO:0003677; F:GO:0008270; F:GO:0008759; P:GO:0009245; F:GO:0016301; P:GO:0016310; F:GO:0016740
ostta05g03160	C:GO:0016021
ostta05g03170	C:GO:0016021
ostta05g03180	F:GO:0004674; F:GO:0005524; P:GO:0006468; C:GO:0012505; C:GO:0016020; C:GO:0043227; C:GO:0043229; C:GO:0044444; P:GO:0048583; P:GO:0050794
ostta05g03190	F:GO:0016491; F:GO:0051537; P:GO:0055114
ostta05g03200	F:GO:0005515
ostta05g03210	F:GO:0004386; F:GO:0005524; C:GO:0009507; F:GO:0016887; F:GO:0070180; P:GO:0110102; P:GO:1901259
ostta05g03220	F:GO:0000994; C:GO:0005634; C:GO:0005737; P:GO:0016480
ostta05g03230	C:GO:0016020; C:GO:0016021
ostta05g03240	F:GO:0004066; P:GO:0006529
ostta05g03250	F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0006355; C:GO:0016020; C:GO:0016021; F:GO:0043565
ostta05g03260	F:GO:0004519; P:GO:0090305
ostta05g03270	F:GO:0004222; P:GO:0006508; C:GO:0016021; F:GO:0046872
ostta05g03280	F:GO:0003723; P:GO:0006396; F:GO:0016740; F:GO:0016779; F:GO:0016787
ostta05g03290	
ostta05g03300	C:GO:0005634; P:GO:0045892
ostta05g03310	
ostta05g03320	F:GO:0005515
ostta05g03330	P:GO:0000723; C:GO:0000784; F:GO:0043047
ostta05g03340	C:GO:0005759
ostta05g03350	C:GO:0005886; C:GO:0016020; C:GO:0016021
ostta05g03360	
ostta05g03370	C:GO:0016021; P:GO:0055085
ostta05g03380	
ostta05g03390	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta05g03400	F:GO:0005506; F:GO:0016705; F:GO:0031418; F:GO:0051213; P:GO:0055114
ostta05g03410	F:GO:0000049; P:GO:0002101; F:GO:0005524; C:GO:0005730; C:GO:0016021; C:GO:0030686; P:GO:0051391; F:GO:0051392; P:GO:1904812; F:GO:1990883
ostta05g03420	P:GO:0002128; P:GO:0002181; C:GO:0005737; F:GO:0008175
ostta05g03430	F:GO:0061929
ostta05g03460	F:GO:0020037; F:GO:0046872
ostta05g03470	F:GO:0004519; F:GO:0005524; P:GO:0006298; F:GO:0016887; F:GO:0030983; P:GO:0045910; P:GO:0090305
ostta05g03480	F:GO:0003723; F:GO:0005524; P:GO:0006298; F:GO:0030983
ostta05g03490	F:GO:0017154; P:GO:0071526
ostta05g03500	F:GO:0005524; C:GO:0016021; F:GO:0016887
ostta05g03510	F:GO:0005488
ostta05g03520	P:GO:0000413; F:GO:0003755; C:GO:0016021
ostta05g03530	F:GO:0004310; P:GO:0006696; C:GO:0010287; P:GO:0016117; F:GO:0051996
